country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
Sweden,SE,SWE,752,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2010,97,Total,Units,%,Estimated value,,,12 to 23 months old
Sweden,SE,SWE,752,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2011,97,Total,Units,%,Estimated value,,,12 to 23 months old
Sweden,SE,SWE,752,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2012,98,Total,Units,%,Estimated value,,,12 to 23 months old
Sweden,SE,SWE,752,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2013,97,Total,Units,%,Estimated value,,,12 to 23 months old
Sweden,SE,SWE,752,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2014,97,Total,Units,%,Estimated value,,,12 to 23 months old
Sweden,SE,SWE,752,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2015,98,Total,Units,%,Estimated value,,,12 to 23 months old
Sweden,SE,SWE,752,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2016,97,Total,Units,%,Estimated value,,,12 to 23 months old
Sweden,SE,SWE,752,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2017,97,Total,Units,%,Estimated value,,,12 to 23 months old
Sweden,SE,SWE,752,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2018,97,Total,Units,%,Estimated value,,,12 to 23 months old
Sweden,SE,SWE,752,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2019,97,Total,Units,%,Estimated value,,,12 to 23 months old
Sweden,SE,SWE,752,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2020,97,Total,Units,%,Estimated value,,,12 to 23 months old
Sweden,SE,SWE,752,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2021,97,Total,Units,%,Estimated value,,,12 to 23 months old
Sweden,SE,SWE,752,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2022,92,Total,Units,%,Estimated value,,,12 to 23 months old
Sweden,SE,SWE,752,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2023,93,Total,Units,%,Estimated value,,,12 to 23 months old
Switzerland,CH,CHE,756,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1986,70,Total,Units,%,Estimated value,,,12 to 23 months old
Switzerland,CH,CHE,756,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1987,70,Total,Units,%,Estimated value,,,12 to 23 months old
Switzerland,CH,CHE,756,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1988,70,Total,Units,%,Estimated value,,,12 to 23 months old
Switzerland,CH,CHE,756,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1989,90,Total,Units,%,Estimated value,,,12 to 23 months old
Switzerland,CH,CHE,756,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1990,90,Total,Units,%,Estimated value,,,12 to 23 months old
Switzerland,CH,CHE,756,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1991,83,Total,Units,%,Estimated value,,,12 to 23 months old
Switzerland,CH,CHE,756,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1992,83,Total,Units,%,Estimated value,,,12 to 23 months old
Switzerland,CH,CHE,756,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1993,83,Total,Units,%,Estimated value,,,12 to 23 months old
Switzerland,CH,CHE,756,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1994,83,Total,Units,%,Estimated value,,,12 to 23 months old
Switzerland,CH,CHE,756,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1995,83,Total,Units,%,Estimated value,,,12 to 23 months old
Switzerland,CH,CHE,756,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1996,83,Total,Units,%,Estimated value,,,12 to 23 months old
Switzerland,CH,CHE,756,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1997,83,Total,Units,%,Estimated value,,,12 to 23 months old
Switzerland,CH,CHE,756,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1998,81,Total,Units,%,Estimated value,,,12 to 23 months old
Switzerland,CH,CHE,756,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1999,82,Total,Units,%,Estimated value,,,12 to 23 months old
Switzerland,CH,CHE,756,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2000,82,Total,Units,%,Estimated value,,,12 to 23 months old
Switzerland,CH,CHE,756,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2001,82,Total,Units,%,Estimated value,,,12 to 23 months old
Switzerland,CH,CHE,756,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2002,82,Total,Units,%,Estimated value,,,12 to 23 months old
Switzerland,CH,CHE,756,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2003,82,Total,Units,%,Estimated value,,,12 to 23 months old
Switzerland,CH,CHE,756,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2004,82,Total,Units,%,Estimated value,,,12 to 23 months old
Switzerland,CH,CHE,756,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2005,87,Total,Units,%,Estimated value,,,12 to 23 months old
Switzerland,CH,CHE,756,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2006,87,Total,Units,%,Estimated value,,,12 to 23 months old
Switzerland,CH,CHE,756,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2007,87,Total,Units,%,Estimated value,,,12 to 23 months old
Switzerland,CH,CHE,756,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2008,92,Total,Units,%,Estimated value,,,12 to 23 months old
Switzerland,CH,CHE,756,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2009,92,Total,Units,%,Estimated value,,,12 to 23 months old
Switzerland,CH,CHE,756,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2010,92,Total,Units,%,Estimated value,,,12 to 23 months old
Switzerland,CH,CHE,756,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2011,93,Total,Units,%,Estimated value,,,12 to 23 months old
Switzerland,CH,CHE,756,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2012,93,Total,Units,%,Estimated value,,,12 to 23 months old
Switzerland,CH,CHE,756,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2013,93,Total,Units,%,Estimated value,,,12 to 23 months old
Switzerland,CH,CHE,756,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2014,94,Total,Units,%,Estimated value,,,12 to 23 months old
Switzerland,CH,CHE,756,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2015,94,Total,Units,%,Estimated value,,,12 to 23 months old
Switzerland,CH,CHE,756,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2016,94,Total,Units,%,Estimated value,,,12 to 23 months old
Switzerland,CH,CHE,756,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2017,95,Total,Units,%,Estimated value,,,12 to 23 months old
Switzerland,CH,CHE,756,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2018,95,Total,Units,%,Estimated value,,,12 to 23 months old
Switzerland,CH,CHE,756,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2019,95,Total,Units,%,Estimated value,,,12 to 23 months old
Switzerland,CH,CHE,756,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2020,97,Total,Units,%,Estimated value,,,12 to 23 months old
Switzerland,CH,CHE,756,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2021,95,Total,Units,%,Estimated value,,,12 to 23 months old
Switzerland,CH,CHE,756,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2022,96,Total,Units,%,Estimated value,,,12 to 23 months old
Switzerland,CH,CHE,756,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2023,95,Total,Units,%,Estimated value,,,12 to 23 months old
Syrian Arab Republic,SY,SYR,760,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1999,86,Total,Units,%,Estimated value,,,12 to 23 months old
Syrian Arab Republic,SY,SYR,760,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2000,84,Total,Units,%,Estimated value,,,12 to 23 months old
Syrian Arab Republic,SY,SYR,760,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2001,80,Total,Units,%,Estimated value,,,12 to 23 months old
Syrian Arab Republic,SY,SYR,760,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2002,84,Total,Units,%,Estimated value,,,12 to 23 months old
Syrian Arab Republic,SY,SYR,760,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2003,83,Total,Units,%,Estimated value,,,12 to 23 months old
Syrian Arab Republic,SY,SYR,760,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2004,82,Total,Units,%,Estimated value,,,12 to 23 months old
Syrian Arab Republic,SY,SYR,760,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2005,81,Total,Units,%,Estimated value,,,12 to 23 months old
Syrian Arab Republic,SY,SYR,760,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2006,81,Total,Units,%,Estimated value,,,12 to 23 months old
Syrian Arab Republic,SY,SYR,760,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2007,81,Total,Units,%,Estimated value,,,12 to 23 months old
Syrian Arab Republic,SY,SYR,760,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2008,81,Total,Units,%,Estimated value,,,12 to 23 months old
Syrian Arab Republic,SY,SYR,760,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2009,82,Total,Units,%,Estimated value,,,12 to 23 months old
Syrian Arab Republic,SY,SYR,760,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2010,82,Total,Units,%,Estimated value,,,12 to 23 months old
Syrian Arab Republic,SY,SYR,760,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2011,80,Total,Units,%,Estimated value,,,12 to 23 months old
Syrian Arab Republic,SY,SYR,760,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2012,72,Total,Units,%,Estimated value,,,12 to 23 months old
Syrian Arab Republic,SY,SYR,760,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2013,69,Total,Units,%,Estimated value,,,12 to 23 months old
Syrian Arab Republic,SY,SYR,760,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2014,65,Total,Units,%,Estimated value,,,12 to 23 months old
Syrian Arab Republic,SY,SYR,760,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2015,64,Total,Units,%,Estimated value,,,12 to 23 months old
Syrian Arab Republic,SY,SYR,760,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2016,73,Total,Units,%,Estimated value,,,12 to 23 months old
Syrian Arab Republic,SY,SYR,760,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2017,78,Total,Units,%,Estimated value,,,12 to 23 months old
Syrian Arab Republic,SY,SYR,760,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2018,74,Total,Units,%,Estimated value,,,12 to 23 months old
Syrian Arab Republic,SY,SYR,760,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2019,76,Total,Units,%,Estimated value,,,12 to 23 months old
Syrian Arab Republic,SY,SYR,760,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2020,70,Total,Units,%,Estimated value,,,12 to 23 months old
Syrian Arab Republic,SY,SYR,760,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2021,70,Total,Units,%,Estimated value,,,12 to 23 months old
Syrian Arab Republic,SY,SYR,760,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2022,52,Total,Units,%,Estimated value,,,12 to 23 months old
Syrian Arab Republic,SY,SYR,760,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2023,74,Total,Units,%,Estimated value,,,12 to 23 months old
Tajikistan,TJ,TJK,762,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2009,89,Total,Units,%,Estimated value,,,12 to 23 months old
Tajikistan,TJ,TJK,762,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2010,94,Total,Units,%,Estimated value,,,12 to 23 months old
Tajikistan,TJ,TJK,762,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2011,98,Total,Units,%,Estimated value,,,12 to 23 months old
Tajikistan,TJ,TJK,762,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2012,97,Total,Units,%,Estimated value,,,12 to 23 months old
Tajikistan,TJ,TJK,762,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2013,97,Total,Units,%,Estimated value,,,12 to 23 months old
Tajikistan,TJ,TJK,762,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2014,98,Total,Units,%,Estimated value,,,12 to 23 months old
Tajikistan,TJ,TJK,762,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2015,97,Total,Units,%,Estimated value,,,12 to 23 months old
Tajikistan,TJ,TJK,762,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2016,97,Total,Units,%,Estimated value,,,12 to 23 months old
Tajikistan,TJ,TJK,762,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2017,98,Total,Units,%,Estimated value,,,12 to 23 months old
Tajikistan,TJ,TJK,762,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2018,98,Total,Units,%,Estimated value,,,12 to 23 months old
Tajikistan,TJ,TJK,762,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2019,98,Total,Units,%,Estimated value,,,12 to 23 months old
Tajikistan,TJ,TJK,762,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2020,98,Total,Units,%,Estimated value,,,12 to 23 months old
Tajikistan,TJ,TJK,762,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2021,97,Total,Units,%,Estimated value,,,12 to 23 months old
Tajikistan,TJ,TJK,762,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2022,98,Total,Units,%,Estimated value,,,12 to 23 months old
Tajikistan,TJ,TJK,762,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2023,98,Total,Units,%,Estimated value,,,12 to 23 months old
Thailand,TH,THA,764,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1993,80,Total,Units,%,Estimated value,,,12 to 23 months old
Thailand,TH,THA,764,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1994,86,Total,Units,%,Estimated value,,,12 to 23 months old
Thailand,TH,THA,764,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1995,91,Total,Units,%,Estimated value,,,12 to 23 months old
Thailand,TH,THA,764,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1996,92,Total,Units,%,Estimated value,,,12 to 23 months old
Thailand,TH,THA,764,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1997,93,Total,Units,%,Estimated value,,,12 to 23 months old
Thailand,TH,THA,764,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1998,96,Total,Units,%,Estimated value,,,12 to 23 months old
Thailand,TH,THA,764,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1999,96,Total,Units,%,Estimated value,,,12 to 23 months old
Thailand,TH,THA,764,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2000,94,Total,Units,%,Estimated value,,,12 to 23 months old
Thailand,TH,THA,764,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2001,94,Total,Units,%,Estimated value,,,12 to 23 months old
Thailand,TH,THA,764,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2002,94,Total,Units,%,Estimated value,,,12 to 23 months old
Thailand,TH,THA,764,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2003,96,Total,Units,%,Estimated value,,,12 to 23 months old
Thailand,TH,THA,764,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2004,96,Total,Units,%,Estimated value,,,12 to 23 months old
Thailand,TH,THA,764,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2005,96,Total,Units,%,Estimated value,,,12 to 23 months old
Thailand,TH,THA,764,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2006,96,Total,Units,%,Estimated value,,,12 to 23 months old
Thailand,TH,THA,764,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2007,96,Total,Units,%,Estimated value,,,12 to 23 months old
Thailand,TH,THA,764,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2008,98,Total,Units,%,Estimated value,,,12 to 23 months old
Thailand,TH,THA,764,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2009,98,Total,Units,%,Estimated value,,,12 to 23 months old
Thailand,TH,THA,764,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2010,98,Total,Units,%,Estimated value,,,12 to 23 months old
Thailand,TH,THA,764,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2011,98,Total,Units,%,Estimated value,,,12 to 23 months old
Thailand,TH,THA,764,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2012,98,Total,Units,%,Estimated value,,,12 to 23 months old
Thailand,TH,THA,764,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2013,99,Total,Units,%,Estimated value,,,12 to 23 months old
Thailand,TH,THA,764,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2014,99,Total,Units,%,Estimated value,,,12 to 23 months old
Thailand,TH,THA,764,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2015,99,Total,Units,%,Estimated value,,,12 to 23 months old
Thailand,TH,THA,764,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2016,99,Total,Units,%,Estimated value,,,12 to 23 months old
Thailand,TH,THA,764,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2017,99,Total,Units,%,Estimated value,,,12 to 23 months old
Thailand,TH,THA,764,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2018,96,Total,Units,%,Estimated value,,,12 to 23 months old
Thailand,TH,THA,764,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2019,96,Total,Units,%,Estimated value,,,12 to 23 months old
Thailand,TH,THA,764,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2020,96,Total,Units,%,Estimated value,,,12 to 23 months old
Thailand,TH,THA,764,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2021,93,Total,Units,%,Estimated value,,,12 to 23 months old
Thailand,TH,THA,764,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2022,93,Total,Units,%,Estimated value,,,12 to 23 months old
Thailand,TH,THA,764,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2023,93,Total,Units,%,Estimated value,,,12 to 23 months old
Timor-Leste,TL,TLS,626,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2016,73,Total,Units,%,Estimated value,,,12 to 23 months old
Timor-Leste,TL,TLS,626,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2017,77,Total,Units,%,Estimated value,,,12 to 23 months old
Timor-Leste,TL,TLS,626,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2018,77,Total,Units,%,Estimated value,,,12 to 23 months old
Timor-Leste,TL,TLS,626,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2019,75,Total,Units,%,Estimated value,,,12 to 23 months old
Timor-Leste,TL,TLS,626,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2020,74,Total,Units,%,Estimated value,,,12 to 23 months old
Timor-Leste,TL,TLS,626,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2021,72,Total,Units,%,Estimated value,,,12 to 23 months old
Timor-Leste,TL,TLS,626,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2022,72,Total,Units,%,Estimated value,,,12 to 23 months old
Timor-Leste,TL,TLS,626,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2023,72,Total,Units,%,Estimated value,,,12 to 23 months old
Togo,TG,TGO,768,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2018,71,Total,Units,%,Estimated value,,,12 to 23 months old
Togo,TG,TGO,768,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2019,75,Total,Units,%,Estimated value,,,12 to 23 months old
Togo,TG,TGO,768,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2020,69,Total,Units,%,Estimated value,,,12 to 23 months old
Togo,TG,TGO,768,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2021,70,Total,Units,%,Estimated value,,,12 to 23 months old
Togo,TG,TGO,768,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2022,71,Total,Units,%,Estimated value,,,12 to 23 months old
Togo,TG,TGO,768,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2023,72,Total,Units,%,Estimated value,,,12 to 23 months old
Tonga,TO,TON,776,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2002,90,Total,Units,%,Estimated value,,,12 to 23 months old
Tonga,TO,TON,776,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2003,99,Total,Units,%,Estimated value,,,12 to 23 months old
Tonga,TO,TON,776,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2004,99,Total,Units,%,Estimated value,,,12 to 23 months old
Tonga,TO,TON,776,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2005,99,Total,Units,%,Estimated value,,,12 to 23 months old
Tonga,TO,TON,776,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2006,99,Total,Units,%,Estimated value,,,12 to 23 months old
Tonga,TO,TON,776,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2007,99,Total,Units,%,Estimated value,,,12 to 23 months old
Tonga,TO,TON,776,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2008,99,Total,Units,%,Estimated value,,,12 to 23 months old
Tonga,TO,TON,776,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2009,99,Total,Units,%,Estimated value,,,12 to 23 months old
Tonga,TO,TON,776,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2010,99,Total,Units,%,Estimated value,,,12 to 23 months old
Tonga,TO,TON,776,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2011,99,Total,Units,%,Estimated value,,,12 to 23 months old
Tonga,TO,TON,776,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2012,95,Total,Units,%,Estimated value,,,12 to 23 months old
Tonga,TO,TON,776,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2013,99,Total,Units,%,Estimated value,,,12 to 23 months old
Tonga,TO,TON,776,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2014,99,Total,Units,%,Estimated value,,,12 to 23 months old
Tonga,TO,TON,776,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2015,99,Total,Units,%,Estimated value,,,12 to 23 months old
Tonga,TO,TON,776,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2016,98,Total,Units,%,Estimated value,,,12 to 23 months old
Tonga,TO,TON,776,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2017,99,Total,Units,%,Estimated value,,,12 to 23 months old
Tonga,TO,TON,776,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2018,99,Total,Units,%,Estimated value,,,12 to 23 months old
Tonga,TO,TON,776,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2019,99,Total,Units,%,Estimated value,,,12 to 23 months old
Tonga,TO,TON,776,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2020,99,Total,Units,%,Estimated value,,,12 to 23 months old
Tonga,TO,TON,776,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2021,99,Total,Units,%,Estimated value,,,12 to 23 months old
Tonga,TO,TON,776,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2022,99,Total,Units,%,Estimated value,,,12 to 23 months old
Tonga,TO,TON,776,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2023,99,Total,Units,%,Estimated value,,,12 to 23 months old
Trinidad and Tobago,TT,TTO,780,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1984,10,Total,Units,%,Estimated value,,,12 to 23 months old
Trinidad and Tobago,TT,TTO,780,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1985,32,Total,Units,%,Estimated value,,,12 to 23 months old
Trinidad and Tobago,TT,TTO,780,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1986,42,Total,Units,%,Estimated value,,,12 to 23 months old
Trinidad and Tobago,TT,TTO,780,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1987,68,Total,Units,%,Estimated value,,,12 to 23 months old
Trinidad and Tobago,TT,TTO,780,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1988,72,Total,Units,%,Estimated value,,,12 to 23 months old
Trinidad and Tobago,TT,TTO,780,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1989,59,Total,Units,%,Estimated value,,,12 to 23 months old
Trinidad and Tobago,TT,TTO,780,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1990,70,Total,Units,%,Estimated value,,,12 to 23 months old
Trinidad and Tobago,TT,TTO,780,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1991,93,Total,Units,%,Estimated value,,,12 to 23 months old
Trinidad and Tobago,TT,TTO,780,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1992,83,Total,Units,%,Estimated value,,,12 to 23 months old
Trinidad and Tobago,TT,TTO,780,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1993,87,Total,Units,%,Estimated value,,,12 to 23 months old
Trinidad and Tobago,TT,TTO,780,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1994,86,Total,Units,%,Estimated value,,,12 to 23 months old
Trinidad and Tobago,TT,TTO,780,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1995,84,Total,Units,%,Estimated value,,,12 to 23 months old
Trinidad and Tobago,TT,TTO,780,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1996,88,Total,Units,%,Estimated value,,,12 to 23 months old
Trinidad and Tobago,TT,TTO,780,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1997,88,Total,Units,%,Estimated value,,,12 to 23 months old
Trinidad and Tobago,TT,TTO,780,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1998,90,Total,Units,%,Estimated value,,,12 to 23 months old
Trinidad and Tobago,TT,TTO,780,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1999,88,Total,Units,%,Estimated value,,,12 to 23 months old
Trinidad and Tobago,TT,TTO,780,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2000,90,Total,Units,%,Estimated value,,,12 to 23 months old
Trinidad and Tobago,TT,TTO,780,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2001,91,Total,Units,%,Estimated value,,,12 to 23 months old
Trinidad and Tobago,TT,TTO,780,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2002,87,Total,Units,%,Estimated value,,,12 to 23 months old
Trinidad and Tobago,TT,TTO,780,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2003,88,Total,Units,%,Estimated value,,,12 to 23 months old
Trinidad and Tobago,TT,TTO,780,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2004,95,Total,Units,%,Estimated value,,,12 to 23 months old
Trinidad and Tobago,TT,TTO,780,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2005,93,Total,Units,%,Estimated value,,,12 to 23 months old
Trinidad and Tobago,TT,TTO,780,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2006,89,Total,Units,%,Estimated value,,,12 to 23 months old
Trinidad and Tobago,TT,TTO,780,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2007,91,Total,Units,%,Estimated value,,,12 to 23 months old
Trinidad and Tobago,TT,TTO,780,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2008,91,Total,Units,%,Estimated value,,,12 to 23 months old
Trinidad and Tobago,TT,TTO,780,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2009,94,Total,Units,%,Estimated value,,,12 to 23 months old
Trinidad and Tobago,TT,TTO,780,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2010,92,Total,Units,%,Estimated value,,,12 to 23 months old
Trinidad and Tobago,TT,TTO,780,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2011,92,Total,Units,%,Estimated value,,,12 to 23 months old
